,姓名,性别,rank,face,spacesta,生日,签名,等级,官方验证类型,官方验证描述,vip类型,vip状态,toutu,toutuID,coins,关注数,粉丝数
﻿7349,STN工作室,男,10000,http://i1.hdslb.com/bfs/face/d8700b8127be51cec6b0e3270456edbcf40aad94.jpg,0,10-25,@演播室只有一个屎蛋 weibo.com/dawnfall；神秘链接：stnkb.taobao.com,6,1,《史丹利快报》、《屎蛋说》等节目出品团队,2,1,bfs/space/ff3b0882e55c1099738e59616e5956ad357d9948.jpg,10,0,66,1052566
﻿2771237,裂独舞,保密,10000,http://i2.hdslb.com/bfs/face/d49f1daadeee859412220d9be28e460a4ce9385c.jpg,0,06-17,新浪微博http://weibo.com/u/5149222456,6,-1,,2,1,bfs/space/ef1b08e62fdc35b06e39795bc6de8e510935bf97.jpg,9,0,20,65916
﻿3380239,神奇的老皮,男,10000,http://i0.hdslb.com/bfs/face/e7c191e9be6764107415069b36f7d9564f149c86.gif,0,04-25,"中二后期，最皮up主

",6,0,bilibili 知名UP主,1,1,bfs/space/a639f604f27cf069dfff3e0c0387e88cdb0bf6cf.png,1962275,0,31,471942
﻿13308108,勇者湾湾,男,10000,http://i1.hdslb.com/bfs/face/54c061758d6a2009fb1ec3873a13b6b4b540a66a.jpg,0,08-23,微博地址： http://weibo.com/u/3970379827 ,6,0,bilibili 直播签约主播,2,1,bfs/space/aea2dd7b8894ce31d578d4fad6a7188c7b49cb2f.jpg,15,0,14,92147
﻿2019740,逆风笑,保密,10000,http://i1.hdslb.com/bfs/face/f7cb40c40b013eebbbde6eaacd977c042f1a199f.jpg,0,01-01,,6,0,bilibili知名UP主，代表作《gmod日常》,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,7,857092
﻿26727224,古踢大贱人,男,10000,http://i0.hdslb.com/bfs/face/fbcbd65b29a11680a3ca9157987e4e1c467c1d50.jpg,0,12-30,欢迎来到M（妈）D（的）Z（智）Z（障）研究中心，我是一号智障古踢。微博@古踢大贱人，微信@古踢,6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,0,102208
﻿562197,中国BOY超级大猩猩,男,10000,http://i2.hdslb.com/bfs/face/068939602dae190c86f6b36ca301281d7d8aa6d9.jpg,0,06-02,新浪 @中国BOY-Hans,6,0,bilibili知名UP主,2,1,bfs/space/d60a4be11f1bca6168a60a53c64bca18eddd6443.jpg,2,0,22,1762253
﻿6272357,o小庄o,男,10000,http://i0.hdslb.com/bfs/face/7f3b21362ae7969e450be591a628a90eed693dae.jpg,0,11-11,微博@之子于归-晴晴 @摄影菌菌菌庄爸爸 商务合作：QQ2226873569,6,0,bilibili知名UP主,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,6,507898
﻿13763303,月见兔,男,10000,http://i2.hdslb.com/bfs/face/3d3c3ed32097bf15a11f8a291ceaa8907a932cb2.jpg,0,01-01,公众号yuejiantu。微博月见兔Tony。QQ群59353256。支付宝：yuejiantutony@163.com,6,0,bilibili直播签约主播,2,1,bfs/space/184abe52a5ea9390b506c064cfba4f8f20ae9cca.jpg,13,0,872,479535
﻿7905675,我真的是离城,男,10000,http://i2.hdslb.com/bfs/face/93554bc1d486211715add1e65075c4bfcd75b848.jpg,0,08-25,微博：http://weibo.com/5242584373/profile?topnav=1&amp;wvr=6,5,0,bilibili直播签约主播,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,183,61734
﻿125,黑暗有光,男,10000,http://i1.hdslb.com/bfs/face/4c1a895f98f9c5180db468d5436c82160265afd7.jpg,-2,01-01,,2,-1,,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,0,37306
﻿2028824,mpor2,,10000,http://i0.hdslb.com/bfs/face/2c5099c790066361083f44a361ec2856ab5c7125.jpg,0,nobirthday,Take me to church～～～,6,-1,,1,1,bfs/space/d60a4be11f1bca6168a60a53c64bca18eddd6443.jpg,2,0,133,37068
﻿30051870,BieSukrit字幕组,保密,10000,http://i1.hdslb.com/bfs/face/6edcbf40dde03c1dde5e13e7bee2bf372dd1fab9.jpg,0,09-04,BieSukrit字幕组 爱Bie十年不止 主译与Bie宝有关的一切，偶尔译制无关Bie宝的，欢迎油菜花的亲加入,4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,3,23005
﻿12367380,卡钉车,男,10000,http://i0.hdslb.com/bfs/face/512fa00aff5fc3dfd495b364a710f82c0dae99d7.jpg,0,03-15,,5,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,17,28611
﻿25231059,超級突破手乔治,保密,10000,http://i1.hdslb.com/bfs/face/f2ba99fdbf3b4cbea46d7a3c58ee1934eb63913c.jpg,0,08-20,一个每天都高产的话痨UP 欢迎加入群 680854053 吹逼开黑，高产之余玩玩游戏 ～,6,-1,,1,1,bfs/space/5e3ecea217633390727f4297c185d1ffe320e168.png,2284510,0,94,51110
﻿129240403,斗鱼燃茶,保密,10000,http://i2.hdslb.com/bfs/face/938eca5533223a6d30f0582eb3e5350049f9c1cf.jpg,0,04-16,商务合作WX：zhs19901025,6,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,13,126638
﻿246436593,绝地求生小药店,保密,10000,http://i2.hdslb.com/bfs/face/b26e92fef61df3ba563701fef26c668c86e3700a.jpg,0,01-01,小药店良心出品，代表作品《绝地养鸡场》《前方鸡能》《韦神个人操作集锦》《吃鸡素材库》,6,-1,,2,1,bfs/space/cf14bdeffea1daa27631937e466455168d3a1286.png,2138723,0,6,82542
﻿8034163,浅澄月,,10000,http://i1.hdslb.com/bfs/face/512fd36e0fb24746f04aa1073ea89c1a2f91f7e1.jpg,0,nobirthday,新浪微博：浅澄月 辣条厂房群：580485688 PS：本人作品，禁止转载！,6,0,bilibili 知名UP主,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,166,379265
﻿4223935,坂齐喵,男,10000,http://i0.hdslb.com/bfs/face/f59555ae6d9652f41d42117faca3df907d1e1190.jpg,0,07-26,很努力的普通人。微博@坂齐喵,6,0,bilibili 知名UP主,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,42,350571
﻿70793772,木马电子竞技俱乐部,男,10000,http://i0.hdslb.com/bfs/face/fb3fbe6c55394c7fc10cc1973f430e9850cf0b85.jpg,0,09-12,木马车队粉丝群及考核群：549138650.公众号：木马电子竞技俱乐部。每周至少五更,5,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,27,14519
﻿62987223,从来只看歪斌,男,10000,http://i2.hdslb.com/bfs/face/7496384be4d7cf398ea40e1142471d82d796756a.jpg,0,08-03,严斌斗鱼直播间：https://www.douyu.com/5047677，粉丝群：644760337，晚上7-8点开播,5,-1,,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,0,12721
﻿169825824,亮蓝色暖水瓶,保密,10000,http://i2.hdslb.com/bfs/face/3e3eec6ac004e965e4bc287ef27e0ff8e8c9ef56.png,0,01-01,这是一条附魔了的个签---当你看到这段文字的时候，会永久忘记你曾是猪的事实(｢･v･)｢另外，我的粉丝群：149129837,5,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,85,11558
﻿21031789,王尼玛,男,10000,http://i0.hdslb.com/bfs/face/577eb05deb745cc2d5043b196eeb551f14fc47d8.jpg,0,01-01,我是王尼玛，拥有吴彦祖颜值的王尼玛,5,0,《暴走漫画》官方主编,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,5,302406
﻿289091381,可爱的Anna姐,保密,10000,http://i0.hdslb.com/bfs/face/c5e7727a071205caf4807f7eadbb7a99f6763434.jpg,0,11-11,我是你们可爱的Anna！一个爱玩游戏的小女生噢⊙_⊙,5,-1,,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,2,48740
﻿50952087,穷电影,保密,10000,http://i1.hdslb.com/bfs/face/7994518750996cee1f03b3fa649a5f27de37c3f7.jpg,0,01-25,专注于不标注普通话的电影解说,6,0,bilibili 知名影视UP主,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,2,292314
﻿198439,可可味,女,10000,http://i1.hdslb.com/bfs/face/a099adbc968bf380725e85ca29f15e5d8bb9f20b.jpg,0,08-21,——“一个喜欢中日配音、打游戏的家伙！请多指教啦～”  新浪微博@可可味kokomi,6,0,"bilibili直播签约主播
",2,1,bfs/space/c9dae917e24b4fc17c4d544caf6b6c0b17f8692b.jpg,3,0,40,769748
﻿10609836,丿Drum,保密,10000,http://i1.hdslb.com/bfs/face/cf5dcfbd00b1a4d8ca2787e9f8e379b8f07c4d7a.jpg,0,01-01,人形优质视频收割机。,6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,4,166787
﻿433351,EdmundDZhang,男,10000,http://i1.hdslb.com/bfs/face/5d94b9727a49815716cd66fc7ba3840382025c56.jpg,0,10-05,做自己喜欢做的事！新浪微博：weibo.com/edmunddzhang ,6,0,老E，《这不是解说》《游戏蒙太奇》《DREAM.E游戏测评》等系列视频作者。,2,1,bfs/space/c9dae917e24b4fc17c4d544caf6b6c0b17f8692b.jpg,3,0,7,1795088
﻿186731086,Crazy宅鱼,男,10000,http://i1.hdslb.com/bfs/face/77815161cc2d1fa8af0a64ada407d76243085b40.jpg,0,02-09,"娱乐解说向UP，欢迎订阅！优酷地址:
http://i.youku.com/u/UNDUyOTA4NzQ4NA==?sharekey=2f0",4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,31,12052
﻿267971815,a酱是个大菠萝,男,10000,http://i0.hdslb.com/bfs/face/372765a99dc47b5017856e334e03545641248c18.jpg,0,04-17,微博@a酱是个大菠萝 微信公众号yybcjx 语音包真好玩,5,-1,,1,1,bfs/space/373e127e8784d3e4c1b5e6db0c27702ba077643f.jpg,19,0,25,23634
﻿10558098,黑镖客梦回,女,10000,http://i1.hdslb.com/bfs/face/83c8bf808e662d02291a41ab5992541e2707a5d2.jpg,0,09-15,编辑个性签名,6,0,bilibili 知名UP主,1,1,bfs/space/738d7a523433115816fff8ab72b4e935c821ed7e.png,715319,0,20,538647
﻿6265316,小短腿叔可米,男,10000,http://i2.hdslb.com/bfs/face/b01ecd1adb6a39dede27d968d92a71d67bdc46c4.jpg,0,01-01,love and peace(｡ì _ í｡),6,0,bilibili 知名美食UP主,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,37,223189
﻿1443637,Celer,男,10000,http://i1.hdslb.com/bfs/face/180163cf54e91fae74dc578efb574288d511455a.jpg,0,01-20,penbeater，漫评，翻唱 微博@Celer-Papilio ②群：178532113 欢迎来玩！商业合作请私信,6,-1,,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,29,86789
﻿215420189,巴拉巴拉逸大佬,男,10000,http://i0.hdslb.com/bfs/face/a466d395a0d080acb23e15627bd966e9270c09a2.jpg,0,11-23,一名流浪的UP主,6,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,10,83331
﻿798527,信徒Shinja,男,10000,http://i0.hdslb.com/bfs/face/e2337abfdb57d2c6cf717c711a44cbd2e12dea5d.jpg,0,06-10,微博@信徒Shinja ｜ 其实我没有信仰。如果一定要信点什么的话，我想大概是，自由，我爱的人，和正在观(cui)看(geng)的，你们！,6,0,bilibili 知名游戏UP主,2,1,bfs/space/210ac4b5c9f911f6c68e6aeaa383bdb7f63d7085.png,1278019,0,174,209127
﻿52139814,电影黑匣子,男,10000,http://i1.hdslb.com/bfs/face/1b00a41a1f307f94a1905d2a6dd1769b7eb0e0fa.jpg,0,05-29,几分钟电影，满满轻松与搞笑！商务合作qq：863370260商务合作请勿b站私信；qq群：234205559,6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,17,296376
﻿1318997,陈子豪丶EX,,10000,http://i1.hdslb.com/bfs/face/996b07a6dcfa1f7719ffa7c04c7a8c3e2f686e95.jpg,0,nobirthday,在B站看了这么多年新番里番，感觉也该加入B站这大家庭了，大家多多指教,6,-1,,1,0,bfs/space/f9e9bf165029abaa24906fdc9fe45cf28aa73f50.jpg,8,0,2,196506
﻿44296240,可乐影视传媒,男,10000,http://i1.hdslb.com/bfs/face/d3cbd98d5c7c6b5201bd9a0a423c54755e2eb679.jpg,0,06-02,晚上7点左右在此播跑跑卡丁车，各种精彩不容错过，有事私信联系谨防各种假冒！每日更新精彩视频，主打原创游戏视频偶尔搬运。,6,-1,,1,1,bfs/space/a85872f4ea7c3a2244e4601b49733f1a64356e91.png,712946,0,91,74770
﻿102470737,龙珠直播谭伟仪,男,10000,http://i2.hdslb.com/bfs/face/6aaccae503d7ecad82eb79b19c54a295e908d7d6.jpg,0,03-10,不是车王谭伟仪本人，车王跑车酷狗电台:1483598，【每晚七点到十一点龙珠直播】谭伟仪QQ-395936600粉丝群:489411738,5,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,9,45762
﻿68412710,哇萨比抓马,保密,10000,http://i1.hdslb.com/bfs/face/75823f09940966bab725604e8dea491b0050c55f.jpg,0,02-27,周末好~萨比回归啦~@哇萨比抓马http://weibo.com/wasabidrama,6,0,bilibili 知名影视UP主,0,0,bfs/space/184abe52a5ea9390b506c064cfba4f8f20ae9cca.jpg,13,0,21,336399
﻿23920239,小米公司,保密,10000,http://i2.hdslb.com/bfs/face/9a94e9cd27e43cd2fba5f37c844e5e10ff44cf8c.jpg,0,04-06,我是小米8，我为8周年代表作奋斗！5月31日，直播见！,6,1,小米公司 官方账号,2,1,bfs/space/aea2dd7b8894ce31d578d4fad6a7188c7b49cb2f.jpg,15,0,54,572066
﻿38775,张张张张华南,男,10000,http://i1.hdslb.com/bfs/face/7fff69372ca65179159159ed6400f27a3b5838fb.jpg,0,01-01,很高兴可以认识你！,5,-1,,1,0,bfs/space/ff3b0882e55c1099738e59616e5956ad357d9948.jpg,10,0,142,10348
﻿27518251,飞车小橘子,保密,10000,http://i0.hdslb.com/bfs/face/a43d8aa48384a63e5d64b051041cf8a584ae5af4.jpg,0,01-01,"找BGM比做视频都费劲的UP主(๑˙ー˙๑)
简介放不下的图文攻略在微信公众号:飞车小橘子 
日常在微博:一一的橘子",6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,19,33108
﻿177613639,无聊的开箱,保密,10000,http://i1.hdslb.com/bfs/face/9ecc839c3b28f9752bfae2834333ddc32930787f.jpg,0,10-02,最无聊的科技数码类开箱节目,6,0,bilibili 知名科技UP主,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,1,166932
﻿246211159,王者荣耀零度,男,10000,http://i0.hdslb.com/bfs/face/48004a56493aea249bbec36b4494850c17dd8ffe.jpg,0,01-01,前职业选手、sviper俱乐部老板、企鹅电竞主播。商务合作QQ：1901666688 邮箱：gods@svipwan.com,5,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,2,43382
﻿11264229,萝王2号,保密,10000,http://i0.hdslb.com/bfs/face/ae05356a28f542a9e18087ed967da32cc708fd76.jpg,0,08-17,"微博：萝王贰号 
",6,0,bilibili知名科普UP主 ，昆虫学爱好者、研究者,2,1,bfs/space/7d0817b2fbf8cb901edf983974e0bf7aca71b305.png,1963468,0,92,524832
﻿125204614,略萌233,,10000,http://i1.hdslb.com/bfs/face/48937e321a588c729e2c28e198d4a854aad53f0a.jpg,0,nobirthday,,6,-1,,2,1,bfs/space/f5d38e2af44fd12fa65423aff55933fcf9071419.jpg,12,0,2,77363
﻿35372675,宇哥讲电影,男,10000,http://i1.hdslb.com/bfs/face/ad8fc089395fa1daa1495431bd630796db6a33b1.jpg,0,01-16,微信：（宇哥讲电影）求关注，后援QQ群：613284293,6,0,bilibili 知名影视UP主,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,9,292274
﻿3760773,大果粒粒V,男,10000,http://i2.hdslb.com/bfs/face/349a19f3f41af21d732738182d043057147dec2a.jpg,0,11-15,天灰灰，会不会，让我忘了你是谁,6,0,bilibili 知名UP主,1,1,bfs/space/bf74e633833d5d8114f6182c6c9bb6e4ae3e5e5b.png,990416,0,6,297807
﻿1791101,鲁过一下,男,10000,http://i0.hdslb.com/bfs/face/c6afc50b72f581a70e33908e777fcb851968db73.jpg,0,01-01,微博 http://weibo.com/luguoyixia QQ群342115615 欢迎大家来说骚话~~,6,0,bilibili 知名动漫UP主,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,14,215730
﻿5326066,坏学生土豆,男,10000,http://i0.hdslb.com/bfs/face/b97258bd009c93539d1f5950ca39a74eafd5e210.jpg,0,10-01,不知道该说什么，记得吃中饭,6,0,bilibili 知名UP主,2,1,bfs/space/dc02d22a718c1c436f1a355b3cd726b04098ef7d.jpg,6,0,0,105568
﻿8689150,航行天宇,男,10000,http://i2.hdslb.com/bfs/face/26242e1d29e606a2ae48266e0e0a33b80a6c21e7.jpg,0,12-25,"不停的成长 不停地变胖 期待有一天能拥有属于自己的幸福阳光
微博:@航行天宇",6,-1,,1,0,bfs/space/1f4eaf70d1bb981f6057b3e440249d7a1f65774f.jpg,4,0,558,37946
﻿40580057,减分JI4NF3NG,男,10000,http://i0.hdslb.com/bfs/face/0231e0dbe691fb9799c8878b2d2f23307e951e27.jpg,0,12-19,做一些指尖陀螺和EDC玩具的评测视频.偶尔也会做做自己本职工作的视频.多收藏多投币.谢谢,6,-1,,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,51,32174
﻿52835010,北宸羽丶,女,10000,http://i2.hdslb.com/bfs/face/9c0f1493c644cdd58ae53fbf30a70268a14f256d.jpg,0,07-03,"这里阿羽~咸鱼PBer＋退坑PSer  
不定期更新 
企鹅窝⑥⑥⒋②⑧0⑥⑧0  
谱子在微博@WHL阿羽",5,-1,,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,242,21564
﻿19286458,陈翔六点半,男,10000,http://i2.hdslb.com/bfs/face/aad3b1bb735d2bd4066805f2a84892644fad8e2a.jpg,0,01-01,陈翔导演作品，让快乐为你加速！,6,1,陈翔六点半官方账号,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,0,248782
﻿108752323,哇塞-哇靠,保密,10000,http://i0.hdslb.com/bfs/face/b64fc50b47f85cdb17a6e42038d51ebe5394c274.jpg,0,01-01,长见识，开眼界，关注哇塞哇靠就够了！,4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,1,90209
﻿157778482,BenPhillipsvip,保密,10000,http://i2.hdslb.com/bfs/face/c701353e4a8e5f5c82daae1808d34dfcf880e669.jpg,0,10-10,知名海外红人BenPhillips官方自频道，B站唯一正版官方账号！,5,1,海外红人BenPhillips官方账号,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,8,63463
﻿185546,小可儿,保密,10000,http://i2.hdslb.com/bfs/face/4d7fbb6c47b097e297b958c8dc74287cd880fc4a.jpg,0,06-16,让我停止创作不如让我自杀，感谢关注。微博@小可儿有剁不光的手 粉丝群469404002 网易云音乐:小可儿spike,6,0,bilibili知名UP主,2,1,bfs/space/bdd012e20313045bd7419f03430702eda733c714.png,1963112,0,393,424833
﻿5970160,小潮院长,男,10000,http://i2.hdslb.com/bfs/face/276e3aad73c749cbe4c9711a525f504d38978189.jpg,0,06-21,新浪微博@小潮主播,6,0,bilibili 知名游戏UP主,2,1,bfs/space/ff3b0882e55c1099738e59616e5956ad357d9948.jpg,10,0,28,147557
﻿196356191,翔翔大作战,男,10000,http://i0.hdslb.com/bfs/face/1ad13832c10e8018dc8e0e7671a6b8594ddab0c0.jpg,0,08-25,一个逗比搞笑的开箱up主。,6,0,bilibili 知名UP主,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,19,259815
﻿18698687,一只西瓜啊_,,10000,http://i1.hdslb.com/bfs/face/36044feb007d39c38f7e864c89a92723c0e42076.jpg,0,nobirthday,微博:一只西瓜啊_ 微信公众号：yizhixigua_ （一只西瓜啊）（自动回复电影汁源） 企鹅号1260115315,6,-1,,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,35,91751
﻿283538,冷面Lim,男,10000,http://i2.hdslb.com/bfs/face/a52f915170f1f3bfbe8e1f59a5b512936669cade.jpg,0,04-23,翻唱区萌新。 微博：@冷面Lim,6,-1,,2,1,bfs/space/ef1b08e62fdc35b06e39795bc6de8e510935bf97.jpg,9,0,70,421851
﻿9824766,敬汉卿,男,10000,http://i1.hdslb.com/bfs/face/a5c6005a27da6afd52021dc07423f7b4a78a466c.jpg,0,04-24,微信公众号：门外汉jhq 微博@敬汉卿 人生名言：先脱贫 在脱单,6,0,bilibili 知名搞笑UP主,1,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,10,997367
﻿24514305,果然还是土豆少年,男,10000,http://i1.hdslb.com/bfs/face/3cceb73a35b66e6572d3fb63a59dd8a913558a6a.jpg,0,11-24,UP主要高考，所以不定期更原创和YouTube视频 洽谈推广合作请加微信:15640023260 新浪微博:果然还是土豆,4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,44,12424
﻿97518941,什么鬼排名,保密,10000,http://i0.hdslb.com/bfs/face/c4f1328e831b9ba9e089c44aa3b2883375120ea9.jpg,0,01-01,全宇宙最无厘头的排名都在这里,6,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,1,133957
﻿10345615,Kevin英语情报局,保密,10000,http://i0.hdslb.com/bfs/face/53fe99adfca8d78e0ebc569a52d32116cfd11eaf.jpg,0,09-30,英语/生活/喜剧。微博微信: Kevin英语情报局,6,0,bilibili 知名UP主,1,1,bfs/space/b79c47fb43d7597684dd0fd8fe247add1a3a8573.png,1775560,0,18,451757
﻿171309739,天才红领巾官方号,男,10000,http://i2.hdslb.com/bfs/face/1eb54d4d071fb5cbbccfbe2143d47847f4e0a4f6.jpg,0,04-02,"一档揭秘各类诈骗盗窃，弘扬正能量的娱乐视频节目。商务联系微信：15918409756
  邮箱：cssw@gz-3c.com",6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,9,46486
﻿3957971,贤宝宝Baby,男,10000,http://i2.hdslb.com/bfs/face/242598a8776ca292456b9b4ba3083cce90046bda.jpg,0,02-16,做一个快乐的人  做自己想做的,6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,81,180357
﻿179308302,找靓机科普,保密,10000,http://i1.hdslb.com/bfs/face/48e458a037b266af4d877f34fdfed5dbf274cf57.jpg,0,01-01,好玩有趣的冷知识，总有你不知道哒~ 新浪微博@找靓机科普  ,5,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,1,54549
﻿143305193,致命哥Xzm,男,10000,http://i0.hdslb.com/bfs/face/84ec87b08afe1643a94e3af93ebcd2deb53d68e7.jpg,0,02-15,明明就&hellip;&hellip;,6,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,18,156293
﻿1632685,厕所新闻,男,10000,http://i0.hdslb.com/bfs/face/af58c4d2446b28fd1b3d295a34e7d9164c246689.jpg,0,07-12,网络搞笑盘点，让上厕所更有意思！,4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,31,17079
﻿222802531,芝士蜜蜜啦,男,10000,http://i2.hdslb.com/bfs/face/280025673909705f60c1e96e97947bc3bee9941b.jpg,0,04-20,阿特（啦啦）b站唯一账号、欢迎大家提意见和建议、如经采纳一定酬谢^_^、耶！,6,-1,,2,1,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,9,129459
﻿165360675,环华十年,男,10000,http://i2.hdslb.com/bfs/face/1ef0107028fabda887c70962e7d36f02921bedd2.jpg,0,04-27,10年穷游中国，记录大千世界，分享身边美好,6,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,23,41282
﻿7804318,小鹿情感男士,保密,10000,http://i0.hdslb.com/bfs/face/2bb66689ca303591672e13f9790b68800a5f2030.jpg,0,01-01,小鹿情感，让爱得偿所愿！,4,-1,,0,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,1,18608
﻿38682977,三寻食堂,保密,10000,http://i1.hdslb.com/bfs/face/cc52ed35525510a9aadb02f7ea372d3d5fce2c42.jpg,0,01-19,每周一下午更新美食视频。微博@蒋三寻 \ 公众号：sanxun119,5,-1,,1,0,bfs/space/184abe52a5ea9390b506c064cfba4f8f20ae9cca.jpg,13,0,38,253540
﻿117746902,最游感觉,女,10000,http://i0.hdslb.com/bfs/face/322464fb927c7588d36ee0a7117e8c16ae7bc803.jpg,0,09-13,发现旅行中更多好玩的事！,5,-1,,1,0,bfs/space/768cc4fd97618cf589d23c2711a1d1a729f42235.png,1,0,7,67133
